Gene_ID,Danio_match,Danio_symbol,Exon_length
scaffold4780.g15,ENSDARG00000019130,plk2b,3060
scaffold4780.g16,ENSDARG00000025914,si:dkey-190g11.3,687
scaffold4780.g17,ENSDARG00000025914,si:dkey-190g11.3,1578
scaffold4780.g18,ENSDARG00000014462,rab3c,1506
scaffold4780.g19,ENSDARG00000032761,pde4d,5114
scaffold4780.g2,ENSDARG00000058940,C8H9orf116,1830
scaffold4780.g20,,,1561
scaffold4780.g21,,,894
scaffold4780.g22,ENSDARG00000032761,pde4d,829
scaffold4780.g23,ENSDARG00000069279,elovl7a,2666
scaffold4780.g24,ENSDARG00000069283,ercc8,2537
scaffold4780.g25,ENSDARG00000069286,ndufaf2,960
scaffold4780.g26,ENSDARG00000086699,C8H5orf43,1333
scaffold4780.g3,ENSDARG00000023443,tjp2b,4931
scaffold4780.g4,ENSDARG00000023443,tjp2b,3113
scaffold4780.g5,,,906
scaffold4780.g6,ENSDARG00000074356,fxn,2192
scaffold4780.g7,ENSDARG00000006508,pip5k1bb,2850
scaffold4780.g8,ENSDARG00000008433,unc45b,3296
scaffold4780.g9,ENSDARG00000043571,,2714
scaffold4783.g1,ENSDARG00000042909,lifra,592
scaffold4789.g1,ENSDARG00000037498,gria3b,4144
scaffold4789.g2,ENSDARG00000018040,MSANTD4,5431
scaffold4789.g3,ENSDARG00000037501,AASDHPPT,2942
scaffold4791.g1,ENSDARG00000071251,ppp1r18,1343
scaffold4793.g1,,,3564
scaffold4793.g2,ENSDARG00000018788,st8sia2,2381
scaffold4793.g3,ENSDARG00000018788,st8sia2,1624
scaffold4793.g4,ENSDARG00000018726,slco3a1,4807
scaffold4793.g5,ENSDARG00000038112,si:dkeyp-59c12.1,2005
scaffold4793.g6,ENSDARG00000054048,plin1,1372
scaffold4793.g7,ENSDARG00000038116,gnrhr4,1879
scaffold4793.g8,ENSDARG00000060707,pex11a,2365
scaffold4793.g9,ENSDARG00000038121,ELL3,3681
scaffold4795.g1,,,2372
scaffold4796.g1,,,1150
scaffold4796.g2,,,1694
scaffold4796.g3,,,1503
scaffold4796.g4,ENSDARG00000045753,tmtc2,1004
scaffold480.g1,ENSDARG00000044142,acss1,5942
scaffold480.g2,ENSDARG00000074428,hhat,1290
scaffold4800.g1,ENSDARG00000077096,fndc7,8470
scaffold4800.g2,ENSDARG00000008142,stxbp3,1437
scaffold4800.g3,ENSDARG00000008142,stxbp3,1861
scaffold4800.g4,ENSDARG00000061024,rabggta,2972
scaffold4801.g1,ENSDARG00000086802,BX571792.1,1679
scaffold4804.g1,ENSDARG00000076895,flrt3,4171
scaffold4804.g2,,,722
scaffold4804.g3,,,671
scaffold481.g1,ENSDARG00000089610,pbx1a,3290
scaffold481.g2,,,600
scaffold481.g3,,,599
scaffold4810.g1,ENSDARG00000060320,dcaf5,2677
scaffold4810.g10,ENSDARG00000039130,cdkn3,1930
scaffold4810.g11,ENSDARG00000092721,si:ch211-67f24.7,2909
scaffold4810.g12,ENSDARG00000042468,sos1,7071
scaffold4810.g13,ENSDARG00000060500,l2hgdh,3345
scaffold4810.g14,ENSDARG00000062568,MRPL2,1398
scaffold4810.g15,ENSDARG00000075088,CU928218.1,5031
scaffold4810.g16,,,1406
scaffold4810.g2,ENSDARG00000060320,dcaf5,3391
scaffold4810.g3,ENSDARG00000078185,pacs2,5259
scaffold4810.g4,ENSDARG00000029818,srsf5a,3613
scaffold4810.g5,ENSDARG00000004460,desi2,3411
scaffold4810.g6,ENSDARG00000028321,synj2bp,2502
scaffold4810.g7,ENSDARG00000077850,LGALS3 (2 of 3),3610
scaffold4810.g8,ENSDARG00000028327,gmfb,3262
scaffold4810.g9,ENSDARG00000020311,cnih,1795
scaffold4814.g1,ENSDARG00000045708,adm2a,3557
scaffold4814.g2,ENSDARG00000062983,fbxo18,4591
scaffold4814.g3,ENSDARG00000057942,glt8d2,1019
scaffold482.g1,ENSDARG00000087271,DOK2 (2 of 2),922
scaffold482.g2,ENSDARG00000005540,xpo7,5151
scaffold482.g3,ENSDARG00000057299,C10HXorf26,1821
scaffold482.g4,ENSDARG00000013110,epb49,1135
scaffold4822.g1,ENSDARG00000019258,elmo1,2322
scaffold4822.g10,,,1943
scaffold4822.g11,ENSDARG00000028845,calcr,6473
scaffold4822.g12,ENSDARG00000061351,tfpi2,1759
scaffold4822.g13,ENSDARG00000035798,gngt1,1272
scaffold4822.g2,ENSDARG00000076647,pex1,4224
scaffold4822.g3,ENSDARG00000033754,rbm48,1324
scaffold4822.g4,ENSDARG00000061377,efcab1,733
scaffold4822.g5,ENSDARG00000089362,grn1,1670
scaffold4822.g6,ENSDARG00000070228,cdk6,5666
scaffold4822.g7,ENSDARG00000013863,fam133b,1850
scaffold4822.g8,ENSDARG00000061365,hepacam2,2908
scaffold4822.g9,ENSDARG00000002880,CCDC132 (1 of 2),6098
scaffold4827.g1,ENSDARG00000034264,odz4,4760
scaffold4827.g2,ENSDARG00000034264,odz4,1941
scaffold4827.g3,ENSDARG00000062614,NARS2,2111
scaffold4827.g4,ENSDARG00000074577,GAB2,4924
scaffold4827.g5,ENSDARG00000087344,CABZ01061591.1,1463
scaffold483.g1,ENSDARG00000063447,KLHL28,5722
scaffold483.g2,ENSDARG00000076937,CZv9_NA429H14orf28,2433
scaffold483.g3,ENSDARG00000021151,ptpreb,2395
scaffold4830.g1,ENSDARG00000005739,gpm6ba,4425
scaffold4830.g2,ENSDARG00000053496,GEMIN8,1650
scaffold4830.g3,ENSDARG00000015325,u2af1,2602
scaffold4830.g4,ENSDARG00000053500,cbsa,979
scaffold4832.g1,ENSDARG00000078226,CDH12 (1 of 2),1400
scaffold4839.g1,ENSDARG00000076828,zgc:194101,987
scaffold4839.g2,ENSDARG00000059908,CCDC86,1464
scaffold4839.g3,ENSDARG00000036415,glb1,2901
scaffold4839.g4,ENSDARG00000052386,CLDND1 (2 of 2),3427
scaffold4839.g5,ENSDARG00000093003,acy3.1,1644
scaffold4839.g6,ENSDARG00000003054,tacr3l,1798
scaffold4839.g7,ENSDARG00000067794,ERMAP (1 of 2),2091
scaffold4839.g8,ENSDARG00000074635,abca1a,8099
scaffold4842.g1,,,911
scaffold4842.g2,ENSDARG00000067809,ARFGAP1,6162
scaffold4842.g3,ENSDARG00000019258,elmo1,5020
scaffold4842.g4,,,3605
scaffold4842.g5,ENSDARG00000042282,itga6a,8665
scaffold4845.g1,ENSDARG00000077633,si:ch211-66g24.1,3406
scaffold4845.g10,ENSDARG00000073996,prickle3,4062
scaffold4845.g11,ENSDARG00000015293,fam110a,2374
scaffold4845.g12,ENSDARG00000022684,fkbp1aa,1210
scaffold4845.g13,ENSDARG00000078485,snpha,3113
scaffold4845.g2,ENSDARG00000029612,t54l,2880
scaffold4845.g3,ENSDARG00000029724,pqbp1l,1586
scaffold4845.g4,ENSDARG00000060124,timm17b,1782
scaffold4845.g5,ENSDARG00000032535,praf2,1698
scaffold4845.g6,ENSDARG00000023683,cacna1f,3469
scaffold4845.g7,ENSDARG00000010933,,3467
scaffold4845.g8,ENSDARG00000042974,sypa,2488
scaffold4845.g9,ENSDARG00000036630,plp2,3067
scaffold4848.g1,ENSDARG00000031651,slc29a1,2214
scaffold4848.g2,ENSDARG00000001637,CU695232.1,2988
scaffold4848.g3,ENSDARG00000003836,tmem63ba,7488
scaffold4848.g4,,,1228
scaffold4853.g1,ENSDARG00000067947,zgc:63779,1984
scaffold4853.g2,ENSDARG00000086107,MTERF,2260
scaffold4853.g3,ENSDARG00000086145,CABZ01010098.1,4437
scaffold4854.g1,,,3132
scaffold4854.g2,,,623
scaffold4855.g1,ENSDARG00000062335,nudt14,3275
scaffold4855.g2,ENSDARG00000021389,jag2,5410
scaffold4855.g3,,,2679
scaffold4861.g1,,,1071
scaffold4861.g2,ENSDARG00000026712,rab5c,3231
scaffold4861.g3,ENSDARG00000061990,KCNH4,7833
scaffold4861.g4,ENSDARG00000055569,ghdcl,3013
scaffold4861.g5,ENSDARG00000055588,stat5.2,5784
scaffold4861.g6,ENSDARG00000045123,CR847562.1,6111
scaffold4861.g7,ENSDARG00000055630,foxh1,3469
scaffold4861.g8,ENSDARG00000076980,PPP1R16A,1256
scaffold4867.g1,ENSDARG00000070119,CTC1,1113
scaffold4867.g2,ENSDARG00000070119,CTC1,4304
scaffold4867.g3,ENSDARG00000018406,TFR2,2874
scaffold4867.g4,,,1214
scaffold4867.g5,ENSDARG00000012125,cnga1,3212
scaffold4867.g6,ENSDARG00000070127,nfxl1,3697
scaffold4867.g7,,,416
scaffold4868.g1,ENSDARG00000043631,bcas2,1077
scaffold4868.g2,ENSDARG00000073738,dennd2c,4210
scaffold4868.g3,ENSDARG00000033832,ampd1,2677
scaffold4868.g4,ENSDARG00000038225,nras,2409
scaffold4868.g5,ENSDARG00000089833,asb13b,2055
scaffold4868.g6,ENSDARG00000078221,PLEKHA2,1814
scaffold4868.g7,ENSDARG00000074168,fam208b,10885
scaffold4868.g8,ENSDARG00000058731,slc2a6,2489
scaffold4868.g9,,,1301
scaffold487.g1,ENSDARG00000077437,PLXNA1 (2 of 2),5247
scaffold4872.g1,,,928
scaffold4872.g2,,,1593
scaffold4872.g3,ENSDARG00000052164,ZNF507,6349
scaffold4872.g4,,,1803
scaffold4872.g5,ENSDARG00000079013,DPY19L3,4146
scaffold4873.g1,,,765
scaffold4873.g2,ENSDARG00000076552,zgc:193801,3046
scaffold4873.g3,ENSDARG00000057928,MZT2A,3058
scaffold4874.g1,ENSDARG00000044251,rasgef1bb,2325
scaffold4874.g2,ENSDARG00000044246,snx18b,4267
scaffold4874.g3,ENSDARG00000057995,arl15b,3788
scaffold4874.g4,ENSDARG00000057992,fstb,2090
scaffold4874.g5,ENSDARG00000077202,mocs2,2119
scaffold4874.g6,ENSDARG00000062974,ITGA2 (1 of 2),4729
scaffold4875.g1,ENSDARG00000075963,mhc1uba,517
scaffold4876.g1,ENSDARG00000086141,CU929396.1,3907
scaffold4876.g10,ENSDARG00000042332,plin2,1873
scaffold4876.g11,ENSDARG00000006474,fam154b,1828
scaffold4876.g12,ENSDARG00000017315,larp7,2626
scaffold4876.g13,ENSDARG00000094297,si:dkey-222h21.5,3231
scaffold4876.g14,ENSDARG00000027903,ADAMTSL3,6208
scaffold4876.g15,,,1284
scaffold4876.g16,,,3881
scaffold4876.g17,ENSDARG00000090754,CR384075.2,1154
scaffold4876.g2,ENSDARG00000089957,lgi2a,4939
scaffold4876.g3,ENSDARG00000033861,sepsecs,3346
scaffold4876.g4,ENSDARG00000026376,aco1,4545
scaffold4876.g5,ENSDARG00000057166,C13H10orf11,1804
scaffold4876.g6,ENSDARG00000069135,PPP1R15A,1546
scaffold4876.g7,ENSDARG00000077782,ACER2,2608
scaffold4876.g8,ENSDARG00000059571,DENND4C,10331
scaffold4876.g9,ENSDARG00000068210,haus6,2979
scaffold4884.g1,ENSDARG00000013360,SH3GL3 (1 of 2),3117
scaffold4884.g2,ENSDARG00000017927,cx36.7,2076
scaffold4884.g3,ENSDARG00000062959,MARCH3,686
scaffold4884.g4,ENSDARG00000007751,lmnl3,3024
scaffold4884.g5,,,507
scaffold4886.g1,ENSDARG00000004218,rnd1l,3416
scaffold4886.g2,ENSDARG00000076030,cacnb3b,3761
scaffold4887.g1,ENSDARG00000041718,sept9b,1093
scaffold4887.g2,,,2423
scaffold4892.g1,ENSDARG00000070337,hoxc1a,1108
scaffold4892.g10,ENSDARG00000070351,hoxc11a,2448
scaffold4892.g11,ENSDARG00000070352,hoxc12a,4297
scaffold4892.g12,,,1024
scaffold4892.g13,ENSDARG00000070353,hoxc13a,2011
scaffold4892.g14,,,1021
scaffold4892.g2,ENSDARG00000070339,hoxc3a,2785
scaffold4892.g3,ENSDARG00000070338,hoxc4a,1633
scaffold4892.g4,ENSDARG00000070340,hoxc5a,1878
scaffold4892.g5,ENSDARG00000070343,hoxc6a,1568
scaffold4892.g6,,,1557
scaffold4892.g7,ENSDARG00000070346,hoxc8a,1804
scaffold4892.g8,ENSDARG00000092809,hoxc9a,1750
scaffold4892.g9,ENSDARG00000070348,hoxc10a,2500
scaffold4893.g1,ENSDARG00000092460,si:dkey-229d2.7,501
scaffold4893.g2,ENSDARG00000094540,si:dkey-96l17.6,2607
scaffold4894.g1,ENSDARG00000045753,tmtc2,6408
scaffold4894.g2,,,1233
scaffold4895.g1,ENSDARG00000058473,st6galnac3,3482
scaffold4896.g1,ENSDARG00000057721,hoxa1a,1056
scaffold4896.g2,ENSDARG00000059280,hoxd3a,2534
scaffold4897.g1,,,367
scaffold4897.g2,ENSDARG00000060575,sec24c,3931
scaffold4897.g3,,,570
scaffold4897.g4,ENSDARG00000035578,hs3st1l2,2534
scaffold4897.g5,ENSDARG00000042502,h2afvl,857
scaffold4897.g6,ENSDARG00000068822,PURB (2 of 2),2748
scaffold4897.g7,,,2036
scaffold4897.g8,ENSDARG00000092098,CKAP2L,2849
scaffold4897.g9,ENSDARG00000077508,CNNM4 (3 of 3),2913
scaffold4898.g1,ENSDARG00000005652,man1a1,2981
scaffold4898.g10,ENSDARG00000018192,ubr5,9556
scaffold4898.g11,,,601
scaffold4898.g12,ENSDARG00000069685,KLF10,1290
scaffold4898.g13,ENSDARG00000052789,azin1a,3456
scaffold4898.g14,ENSDARG00000023967,atp6v1c1a,1692
scaffold4898.g15,ENSDARG00000077775,BAALC (2 of 2),1380
scaffold4898.g16,ENSDARG00000035868,spire1a,4869
scaffold4898.g17,ENSDARG00000057934,cep72,1732
scaffold4898.g18,ENSDARG00000067585,TPPP,3477
scaffold4898.g19,ENSDARG00000076202,ZDHHC11,3265
scaffold4898.g2,,,603
scaffold4898.g20,ENSDARG00000017143,brd9,2608
scaffold4898.g21,ENSDARG00000025043,trip13,3235
scaffold4898.g22,ENSDARG00000055271,nkd2a,1988
scaffold4898.g23,,,659
scaffold4898.g24,ENSDARG00000086950,PLEKHG4B (1 of 2),4857
scaffold4898.g25,,,1396
scaffold4898.g26,ENSDARG00000090473,CR848746.2,1503
scaffold4898.g27,ENSDARG00000012588,ptdss1,3599
scaffold4898.g28,,,1405
scaffold4898.g29,ENSDARG00000069594,KIF13A,831
scaffold4898.g3,,,1918
scaffold4898.g4,,,2545
scaffold4898.g5,ENSDARG00000087131,crfb14,2715
scaffold4898.g6,ENSDARG00000059838,MYOM3,2421
scaffold4898.g7,ENSDARG00000059838,MYOM3,3658
scaffold4898.g8,ENSDARG00000038439,fabp10a,482
scaffold4898.g9,ENSDARG00000022415,CR293507.1,3290
scaffold49.g1,ENSDARG00000068640,RSF1 (1 of 3),8327
scaffold49.g2,ENSDARG00000042615,icln,2422
scaffold49.g3,ENSDARG00000069056,RANBP3 (1 of 2),3535
scaffold4906.g1,ENSDARG00000037865,cln3,1899
scaffold4906.g2,ENSDARG00000087927,nudt9,3569
scaffold4906.g3,ENSDARG00000070573,mapk3,4012
scaffold4906.g4,ENSDARG00000074466,gdpd3,1184
scaffold4906.g5,ENSDARG00000055510,ypel3,1624
scaffold4906.g6,ENSDARG00000087869,si:ch211-11k18.4,2182
scaffold4906.g7,ENSDARG00000061213,RABEP2,2895
scaffold4906.g8,ENSDARG00000020574,atp2a1,3366
scaffold4908.g1,ENSDARG00000003789,dennd5b,353
scaffold4908.g10,,,3098
scaffold4908.g11,ENSDARG00000045880,gas2l3,5721
scaffold4908.g12,ENSDARG00000007413,arid2,2583
scaffold4908.g2,ENSDARG00000023026,pkp2,2604
scaffold4908.g3,ENSDARG00000045878,nudt4b,2921
scaffold4908.g4,ENSDARG00000070477,dnajc2,1979
scaffold4908.g5,ENSDARG00000016979,pmpcb,1595
scaffold4908.g6,ENSDARG00000026839,med21,1402
scaffold4908.g7,ENSDARG00000093658,tm7sf3,1420
scaffold4908.g8,ENSDARG00000093658,tm7sf3,3205
scaffold4908.g9,ENSDARG00000009657,fgfr1op2,1423
scaffold4910.g1,ENSDARG00000052150,pbx4,1764
scaffold4910.g2,,,2957
scaffold4910.g3,ENSDARG00000042338,lpar2a,2372
scaffold4910.g4,ENSDARG00000078904,brd4,3938
scaffold4911.g1,ENSDARG00000060497,EPB41L2,8912
scaffold4911.g2,,,893
scaffold4911.g3,ENSDARG00000088486,si:dkey-11f4.4,1783
scaffold4911.g4,ENSDARG00000032856,ccdc120,4894
scaffold4911.g5,ENSDARG00000025699,mbd1,4920
scaffold4911.g6,ENSDARG00000025718,cxxc1,4700
scaffold4911.g7,,,1399
scaffold4911.g8,ENSDARG00000019457,tfe3b,2314
scaffold4915.g1,ENSDARG00000041835,si:dkeyp-59a8.2,735
scaffold4915.g2,ENSDARG00000041923,si:dkeyp-59a8.1,539
scaffold4915.g3,ENSDARG00000007869,ehd3,3838
scaffold4915.g4,,,845
scaffold4915.g5,ENSDARG00000023448,galnt14,2210
scaffold4915.g6,ENSDARG00000016743,angel2,4388
scaffold4915.g7,ENSDARG00000007774,vash2,5112
scaffold4915.g8,ENSDARG00000031587,flvcr1,2774
scaffold4916.g1,ENSDARG00000027397,vangl2,1441
scaffold4917.g1,ENSDARG00000061168,dhx34,1132
scaffold4917.g10,ENSDARG00000017126,ilvbl,3304
scaffold4917.g11,ENSDARG00000078983,fam118b,2178
scaffold4917.g12,ENSDARG00000061124,srpr,2871
scaffold4917.g13,,,1437
scaffold4917.g14,ENSDARG00000041006,st3gal4,3662
scaffold4917.g2,ENSDARG00000008372,spred2b,3583
scaffold4917.g3,,,2234
scaffold4917.g4,ENSDARG00000020454,psmd8,1617
scaffold4917.g5,ENSDARG00000061159,gltscr1,7218
scaffold4917.g6,ENSDARG00000040362,ehd2,3959
scaffold4917.g7,ENSDARG00000020405,napa,2586
scaffold4917.g8,ENSDARG00000068219,b3gnt2l,2607
scaffold4917.g9,ENSDARG00000034941,GLB1L2,2185
scaffold4918.g1,ENSDARG00000039241,prkca,655
scaffold4918.g2,ENSDARG00000013526,SVEP1,1157
scaffold4918.g3,,,3550
scaffold4918.g4,,,2120
scaffold4918.g5,,,673
scaffold4918.g6,ENSDARG00000014147,axin2,1415
scaffold4924.g1,ENSDARG00000016744,fbn2b,2173
scaffold4924.g2,ENSDARG00000091232,kcnj1,3008
scaffold4924.g3,ENSDARG00000061014,KCNJ5,2839
scaffold4925.g1,,,908
scaffold493.g1,ENSDARG00000004594,ZNF800 (1 of 2),4612
scaffold493.g2,ENSDARG00000076508,GRM8 (2 of 2),3743
scaffold493.g3,,,1086
scaffold493.g4,ENSDARG00000079915,pot1,2369
scaffold493.g5,ENSDARG00000018989,hspa4b,3117
scaffold493.g6,ENSDARG00000043905,rnf14,2127
scaffold493.g7,ENSDARG00000020122,zgc:110053,1080
scaffold493.g8,ENSDARG00000008057,ndfip1l,2224
scaffold4930.g1,ENSDARG00000086495,CU459095.1,884
scaffold4930.g2,,,1166
scaffold4930.g3,,,1918
scaffold4930.g4,ENSDARG00000077911,treh,3421
scaffold4930.g5,,,3537
scaffold4933.g1,ENSDARG00000045242,smyhc3,1337
scaffold4933.g2,ENSDARG00000045242,smyhc3,1976
scaffold4933.g3,ENSDARG00000093715,si:ch211-24n20.3,1287
scaffold4935.g1,ENSDARG00000053583,cers6,273
scaffold4936.g1,,,2523
scaffold4938.g1,,,741
scaffold4938.g10,ENSDARG00000062904,idua,806
scaffold4938.g11,ENSDARG00000062904,idua,1458
scaffold4938.g12,ENSDARG00000062897,TNKS (1 of 2),4320
scaffold4938.g13,ENSDARG00000006491,agpat9l,1690
scaffold4938.g2,ENSDARG00000042041,tal2,692
scaffold4938.g3,,,3337
scaffold4938.g4,ENSDARG00000094311,SUSD1 (1 of 2),3008
scaffold4938.g5,ENSDARG00000094737,si:ch211-12e13.12,1841
scaffold4938.g6,ENSDARG00000023479,si:ch211-12e13.2,2989
scaffold4938.g7,ENSDARG00000016710,rchy1,1430
scaffold4938.g8,ENSDARG00000093405,casp6,1423
scaffold4938.g9,ENSDARG00000068940,atp5ib,780
scaffold4939.g1,ENSDARG00000039458,lhx4,990
scaffold4939.g2,ENSDARG00000039459,qsox1,2876
scaffold494.g1,ENSDARG00000089913,cacna1g,9123
scaffold494.g2,ENSDARG00000009624,UTS2R,2419
scaffold4940.g1,ENSDARG00000092638,ptprua,7765
scaffold4940.g2,,,584
scaffold4940.g3,ENSDARG00000034907,paqr7b,3935
scaffold4940.g4,ENSDARG00000033655,stmn1b,939
scaffold4940.g5,ENSDARG00000053110,pkib,1413
scaffold4940.g6,ENSDARG00000053425,serinc2l,4347
scaffold4940.g7,ENSDARG00000075928,hivep3a,8904
scaffold4940.g8,ENSDARG00000070578,edn2,2512
scaffold4944.g1,,,3260
scaffold4944.g2,,,1494
scaffold4944.g3,,,728
scaffold4944.g4,,,2622
scaffold4944.g5,,,447
scaffold4947.g1,,,614
scaffold4947.g2,ENSDARG00000031108,LRBA,2904
scaffold4948.g1,ENSDARG00000010252,jak3,2015
scaffold4949.g1,ENSDARG00000037415,dlgap1b,379
scaffold4949.g2,,,487
scaffold495.g1,ENSDARG00000091859,si:ch73-233m11.2,3219
scaffold495.g2,ENSDARG00000043701,gpd1a,1674
scaffold495.g3,ENSDARG00000008329,asic1a,2844
scaffold4951.g1,ENSDARG00000016481,ptpn2a,2913
scaffold4951.g2,ENSDARG00000088373,FP067396.1,582
scaffold4951.g3,ENSDARG00000074974,CEP192,10613
scaffold4951.g4,ENSDARG00000021048,clptm1l,2883
scaffold4951.g5,ENSDARG00000062872,MRS2,2172
scaffold4951.g6,ENSDARG00000002731,sdc2,3098
scaffold4952.g1,,,1733
scaffold4956.g1,ENSDARG00000092155,apoc2,813
scaffold4958.g1,ENSDARG00000033556,PCDH11Y,7307
scaffold4958.g2,,,3711
scaffold4959.g1,,,669
scaffold4959.g2,ENSDARG00000004713,mad2l1,1388
scaffold4959.g3,ENSDARG00000051915,pde5ab,3880
scaffold4959.g4,,,257
scaffold496.g1,ENSDARG00000088033,si:dkey-190j3.4,4189
scaffold4962.g1,ENSDARG00000074902,NOL4 (2 of 2),2547
scaffold4962.g10,ENSDARG00000033567,fkbp1ab,2750
scaffold4962.g11,ENSDARG00000012513,sdcbp2,1816
scaffold4962.g12,ENSDARG00000075539,snphb,5097
scaffold4962.g13,ENSDARG00000077577,NTSR1,4510
scaffold4962.g2,,,1821
scaffold4962.g3,ENSDARG00000036784,commd7,1171
scaffold4962.g4,ENSDARG00000036791,dnmt4,4682
scaffold4962.g5,,,793
scaffold4962.g6,ENSDARG00000057830,dnmt3,4925
scaffold4962.g7,ENSDARG00000044573,cdc42,3217
scaffold4962.g8,ENSDARG00000022623,fbxo44,1285
scaffold4962.g9,ENSDARG00000088762,si:ch211-224l10.4,1910
scaffold4964.g1,ENSDARG00000058003,wfdc1,735
scaffold4964.g2,ENSDARG00000017675,cirh1a,2278
scaffold4964.g3,ENSDARG00000021979,mical3a,6952
scaffold4964.g4,ENSDARG00000095496,MICALCL,5533
scaffold4967.g1,ENSDARG00000012524,NBEAL1,6307
scaffold4967.g2,ENSDARG00000088225,STRADB,2905
scaffold4967.g3,ENSDARG00000078872,TRAK2,842
scaffold4969.g1,,,4087
scaffold4969.g2,ENSDARG00000042090,PLA2G4C (1 of 5),1455
scaffold4969.g3,ENSDARG00000040921,BX324215.1,6580
scaffold4970.g1,ENSDARG00000062686,megf11,2109
scaffold4970.g10,,,1109
scaffold4970.g11,,,1693
scaffold4970.g12,,,2515
scaffold4970.g13,,,149
scaffold4970.g2,ENSDARG00000041450,rab11a,3326
scaffold4970.g3,ENSDARG00000062721,dennd4a,1473
scaffold4970.g4,ENSDARG00000062721,dennd4a,6067
scaffold4970.g5,ENSDARG00000041431,slc24a1,3093
scaffold4970.g6,ENSDARG00000041429,VWA9,2833
scaffold4970.g7,ENSDARG00000016038,ptplad1,1761
scaffold4970.g8,ENSDARG00000033020,ppcdc,1149
scaffold4970.g9,,,1087
scaffold4975.g1,ENSDARG00000091027,aqp1a.2,1116
scaffold4975.g2,ENSDARG00000091027,aqp1a.2,985
scaffold498.g1,,,1277
scaffold498.g2,,,3881
scaffold498.g3,ENSDARG00000089138,LONRF2,4109
scaffold498.g4,ENSDARG00000029660,commd5,1283
scaffold498.g5,ENSDARG00000009982,fam199x,3365
scaffold4981.g1,,,451
scaffold4986.g1,ENSDARG00000061836,nfixb,1718
scaffold4986.g2,ENSDARG00000043226,nfixa,3578
scaffold4986.g3,ENSDARG00000043820,nme2a,2988
scaffold4986.g4,ENSDARG00000041217,xpo6,2450
scaffold4987.g1,,,1006
scaffold4987.g2,ENSDARG00000070475,khdrbs1b,2589
scaffold4993.g1,,,861
scaffold4994.g1,,,450
scaffold4995.g1,ENSDARG00000071596,neto1l,2412
scaffold4995.g2,ENSDARG00000071594,TIMM21,3389
scaffold4996.g1,ENSDARG00000002600,pcsk1,1015
scaffold4997.g1,ENSDARG00000091521,MAP3K11,1765
scaffold4997.g2,ENSDARG00000041203,drap1,3074
scaffold4997.g3,ENSDARG00000019406,C7H11orf68,1282
scaffold4997.g4,ENSDARG00000021907,rela,4509
scaffold4997.g5,,,571
scaffold4997.g6,ENSDARG00000008866,CABP4,1286
scaffold5.g1,,,1313
scaffold5.g10,ENSDARG00000029292,C2H1orf21,2239
scaffold5.g11,ENSDARG00000069287,imp3,2993
scaffold5.g12,ENSDARG00000020981,SLC35A3 (2 of 2),1748
scaffold5.g13,ENSDARG00000063018,FAM78B (2 of 2),2425
scaffold5.g14,ENSDARG00000019924,cmpk,4555
scaffold5.g15,ENSDARG00000069295,bcl6ab,2405
scaffold5.g16,ENSDARG00000039344,tctex1d1,1704
scaffold5.g17,ENSDARG00000077269,SGIP1,4770
scaffold5.g18,,,2574
scaffold5.g19,ENSDARG00000032868,PDE4B (1 of 3),4524
scaffold5.g2,ENSDARG00000079665,GPR158 (2 of 2),5947
scaffold5.g20,,,1638
scaffold5.g21,ENSDARG00000077463,LEPROT,2018
scaffold5.g22,ENSDARG00000020625,jak1,5008
scaffold5.g23,ENSDARG00000013561,pgm1,1858
scaffold5.g24,ENSDARG00000044365,angptl3,2059
scaffold5.g25,ENSDARG00000059473,KANK4,4662
scaffold5.g26,ENSDARG00000070074,lrp8,4708
scaffold5.g27,,,880
scaffold5.g28,ENSDARG00000054980,ebna1bp2,1678
scaffold5.g29,ENSDARG00000058090,WDR65,4086
scaffold5.g3,ENSDARG00000015707,dvl3,3383
scaffold5.g30,,,715
scaffold5.g31,,,2512
scaffold5.g32,,,1643
scaffold5.g4,ENSDARG00000011233,pcyt1aa,2599
scaffold5.g5,ENSDARG00000002790,ap2m1a,2054
scaffold5.g6,ENSDARG00000013613,zgc:112421,2091
scaffold5.g7,,,3321
scaffold5.g8,ENSDARG00000062991,abi1b,2811
scaffold5.g9,ENSDARG00000069280,tsen15,1702
scaffold50.g1,ENSDARG00000076810,ptprfa,1873
scaffold5002.g1,ENSDARG00000078856,SLC22A23 (1 of 3),4822
scaffold5002.g2,ENSDARG00000039522,zgc:112335,700
scaffold5002.g3,ENSDARG00000086257,TUBB2A,1107
scaffold5002.g4,ENSDARG00000039521,ssx2ip,1486
scaffold5005.g1,ENSDARG00000074231,SLC9A3R2 (2 of 3),2601
scaffold5005.g2,ENSDARG00000038239,tnpo2,4636
scaffold5005.g3,ENSDARG00000070780,rln3a,1558
scaffold5005.g4,ENSDARG00000075904,rfx1b,5313
scaffold5005.g5,ENSDARG00000077790,dcaf15,3710
scaffold5005.g6,ENSDARG00000095826,C3H22orf32,617
scaffold5005.g7,ENSDARG00000075870,,2117
scaffold501.g1,,,353
scaffold5013.g1,ENSDARG00000009153,pla2g1b,2299
scaffold5013.g2,ENSDARG00000009153,pla2g1b,2054
scaffold5013.g3,ENSDARG00000044183,prkab1a,1965
scaffold5013.g4,ENSDARG00000077596,si:ch211-269m17.1,2126
scaffold5015.g1,,,1054
scaffold5015.g2,,,1104
